L,alpha,y_CO2,G,w_MEA,CO2_Cap,Sim_time,L_G,CO2_Error
184.4039476,0.144472485,0.078267342,90.78549147,0.288448046,0.7457,10.4,2.031205037,0.0007
170.0591809,0.162275822,0.06182851,94.08369899,0.310629339,0.8828,14.9,1.80753077,0.021
192.2921395,0.162275822,0.06182851,94.08369899,0.310629339,0.9079,9.6,2.043841192,0.0035
170.0591809,0.132946655,0.06182851,94.08369899,0.310629339,0.9372,15.3,1.80753077,0.0005
170.0591809,0.162275822,0.069625075,94.08369899,0.310629339,0.7973,11,1.80753077,0.0048
170.0591809,0.162275822,0.06182851,93.3859241,0.310629339,0.889,12.8,1.821036548,0.0166
170.0591809,0.162275822,0.06182851,94.08369899,0.316973712,0.8972,9.4,1.80753077,0.0008
170.0591809,0.132946655,0.069625075,93.3859241,0.316973712,0.8698,21,1.821036548,0.0198
192.2921395,0.162275822,0.069625075,93.3859241,0.316973712,0.8403,11.6,2.05911267,0.0016
192.2921395,0.132946655,0.06182851,93.3859241,0.316973712,0.9763,10.1,2.05911267,0.0061
192.2921395,0.132946655,0.069625075,94.08369899,0.316973712,0.8879,10,2.043841192,0.0015
192.2921395,0.132946655,0.069625075,93.3859241,0.310629339,0.8808,10.7,2.05911267,0.0043
192.2921395,0.132946655,0.069625075,93.3859241,0.316973712,0.8941,10.2,2.05911267,0.001
199.6994519,0.142520941,0.071423013,77.23817065,0.281685662,0.9421,12.6,2.585502094,0.0052
165.9188941,0.142520941,0.071423013,77.23817065,0.281685662,0.9007,8.8,2.148146347,0.0013
199.6994519,0.153141303,0.071423013,77.23817065,0.281685662,0.9225,9.5,2.585502094,0.0005
199.6994519,0.142520941,0.077846714,77.23817065,0.281685662,0.8793,11.5,2.585502094,0.0004
199.6994519,0.142520941,0.071423013,77.07469955,0.281685662,0.9438,13.1,2.590985798,0.0041
199.6994519,0.142520941,0.071423013,77.23817065,0.286903723,0.9541,15.2,2.585502094,0.0162
199.6994519,0.153141303,0.077846714,77.07469955,0.286903723,0.8738,9.6,2.590985798,0.0128
165.9188941,0.142520941,0.077846714,77.07469955,0.286903723,0.8526,8.7,2.152702444,0.003
165.9188941,0.153141303,0.071423013,77.07469955,0.286903723,0.8961,15.2,2.152702444,0.003
165.9188941,0.153141303,0.077846714,77.23817065,0.286903723,0.8317,11.6,2.148146347,0.004
165.9188941,0.153141303,0.077846714,77.07469955,0.281685662,0.8205,6.9,2.152702444,0.0096
165.9188941,0.153141303,0.077846714,77.07469955,0.286903723,0.8334,9,2.152702444,0.0049
192.0758247,0.152817292,0.065761132,89.81977701,0.295486571,0.8844,11.3,2.138458045,0.0232
183.3839345,0.152817292,0.065761132,89.81977701,0.295486571,0.8753,11.8,2.041687706,0.0009
192.0758247,0.14222505,0.065761132,89.81977701,0.295486571,0.904,11.9,2.138458045,0.0017
192.0758247,0.152817292,0.070583681,89.81977701,0.295486571,0.8332,15.7,2.138458045,0.0055
192.0758247,0.152817292,0.065761132,83.52411866,0.295486571,0.9442,10.5,2.299645034,0.0052
192.0758247,0.152817292,0.065761132,89.81977701,0.29716123,0.8884,10.3,2.138458045,0.023
192.0758247,0.14222505,0.070583681,83.52411866,0.29716123,0.9165,9.7,2.299645034,0.0009
183.3839345,0.152817292,0.070583681,83.52411866,0.29716123,0.888,12.6,2.195580599,0.0157
183.3839345,0.14222505,0.065761132,83.52411866,0.29716123,0.9585,12.1,2.195580599,0.0079
183.3839345,0.14222505,0.070583681,89.81977701,0.29716123,0.8475,12.7,2.041687706,0.0009
183.3839345,0.14222505,0.070583681,83.52411866,0.295486571,0.9038,9.7,2.195580599,0.0165
183.3839345,0.14222505,0.070583681,83.52411866,0.29716123,0.9078,9.6,2.195580599,0.0109
178.0044055,0.131985555,0.07601054,81.6656673,0.307160568,0.907,9.4,2.179672455,0.008
199.8259163,0.131985555,0.07601054,81.6656673,0.307160568,0.9271,11.3,2.446877898,0.0269
178.0044055,0.161404419,0.07601054,81.6656673,0.307160568,0.8526,14.1,2.179672455,0.0036
178.0044055,0.131985555,0.061893301,81.6656673,0.307160568,0.9994,392.9,2.179672455,0.002
178.0044055,0.131985555,0.07601054,87.24709988,0.307160568,0.8518,10.5,2.040232922,0.0012
178.0044055,0.131985555,0.07601054,81.6656673,0.307086334,0.9068,9.4,2.179672455,0.0086
178.0044055,0.161404419,0.061893301,87.24709988,0.307086334,0.9486,13.2,2.040232922,0.0159
199.8259163,0.131985555,0.061893301,87.24709988,0.307086334,0.9953,596.1,2.290344511,0.0163
199.8259163,0.161404419,0.07601054,87.24709988,0.307086334,0.8186,13.9,2.290344511,0.0067
199.8259163,0.161404419,0.061893301,81.6656673,0.307086334,0.9964,14.7,2.446877898,0.0179
199.8259163,0.161404419,0.061893301,87.24709988,0.307160568,0.9664,13.5,2.290344511,0.0125
199.8259163,0.161404419,0.061893301,87.24709988,0.307086334,0.9663,13.5,2.290344511,0.0178
183.8955343,0.156111777,0.074285854,84.26299453,0.304982641,0.8552,14.3,2.182399704,0.0001
186.3597918,0.156111777,0.074285854,84.26299453,0.304982641,0.8577,14.3,2.21164454,0.0003
183.8955343,0.145007061,0.074285854,84.26299453,0.304982641,0.8758,9.6,2.182399704,0.0109
183.8955343,0.156111777,0.074539336,84.26299453,0.304982641,0.8534,13.6,2.182399704,0.0141
183.8955343,0.156111777,0.074285854,80.16305327,0.304982641,0.8968,10.8,2.294018588,0.0172
183.8955343,0.156111777,0.074285854,84.26299453,0.281923813,0.8024,11.4,2.182399704,0.0046
183.8955343,0.145007061,0.074539336,80.16305327,0.281923813,0.8608,9.2,2.294018588,0.0109
186.3597918,0.156111777,0.074539336,80.16305327,0.281923813,0.8429,9.8,2.324759152,0.0072
186.3597918,0.145007061,0.074285854,80.16305327,0.281923813,0.8655,8.6,2.324759152,0.0026
186.3597918,0.145007061,0.074539336,84.26299453,0.281923813,0.8231,9.7,2.21164454,0.0038
186.3597918,0.145007061,0.074539336,80.16305327,0.304982641,0.9181,9.2,2.324759152,0.0012
186.3597918,0.145007061,0.074539336,80.16305327,0.281923813,0.8635,9.2,2.324759152,0.0021
186.0333681,0.139013335,0.064026687,87.37900257,0.292683938,0.9402,11.1,2.129039731,0.0045
170.620783,0.139013335,0.064026687,87.37900257,0.292683938,0.9205,11.5,1.952651987,0.0049
186.0333681,0.166061351,0.064026687,87.37900257,0.292683938,0.8894,12,2.129039731,0.0153
186.0333681,0.139013335,0.062917807,87.37900257,0.292683938,0.9524,11.3,2.129039731,0.0085
186.0333681,0.139013335,0.064026687,89.04749632,0.292683938,0.9248,9.7,2.089147655,0.0025
186.0333681,0.139013335,0.064026687,87.37900257,0.311992981,0.9791,9.4,2.129039731,0.0286
186.0333681,0.166061351,0.062917807,89.04749632,0.311992981,0.9308,12.6,2.089147655,0.0005
170.620783,0.139013335,0.062917807,89.04749632,0.311992981,0.962,12.6,1.916064909,0.0045
170.620783,0.166061351,0.064026687,89.04749632,0.311992981,0.8996,12.6,1.916064909,0.0173
170.620783,0.166061351,0.062917807,87.37900257,0.311992981,0.9283,12.7,1.952651987,0.0005
170.620783,0.166061351,0.062917807,89.04749632,0.292683938,0.866,10.9,1.916064909,0.0035
170.620783,0.166061351,0.062917807,89.04749632,0.311992981,0.9124,13.1,1.916064909,0.011
203.4030509,0.169303532,0.078125716,79.95269358,0.288902375,0.8179,18.1,2.544042505,0.0205
178.0765867,0.169303532,0.078125716,79.95269358,0.288902375,0.7944,13.6,2.227274389,0.001
203.4030509,0.139520169,0.078125716,79.95269358,0.288902375,0.8729,8.6,2.544042505,0.0011
203.4030509,0.169303532,0.065493646,79.95269358,0.288902375,0.945,19.5,2.544042505,0.002
203.4030509,0.169303532,0.078125716,90.34038663,0.288902375,0.7258,18.6,2.25151849,0.0028
203.4030509,0.169303532,0.078125716,79.95269358,0.302067084,0.8463,18.8,2.544042505,0.0052
203.4030509,0.139520169,0.065493646,90.34038663,0.302067084,0.9304,11.1,2.25151849,0.0158
178.0765867,0.169303532,0.065493646,90.34038663,0.302067084,0.8514,9.5,1.971173618,0.0036
178.0765867,0.139520169,0.078125716,90.34038663,0.302067084,0.7812,13.2,1.971173618,0.0043
178.0765867,0.139520169,0.065493646,79.95269358,0.302067084,0.9936,285.2,2.227274389,0.0186
178.0765867,0.139520169,0.065493646,90.34038663,0.288902375,0.876,12.8,1.971173618,0.0006
178.0765867,0.139520169,0.065493646,90.34038663,0.302067084,0.9077,14.1,1.971173618,0.0045
166.8291767,0.145815496,0.06854099,91.83822989,0.318471348,0.8706,8.1,1.816554793,0
203.9028049,0.145815496,0.06854099,91.83822989,0.318471348,0.9066,12.5,2.220238838,0.001
166.8291767,0.159089744,0.06854099,91.83822989,0.318471348,0.8461,12.1,1.816554793,0.0015
166.8291767,0.145815496,0.076958915,91.83822989,0.318471348,0.7869,9.2,1.816554793,0.0024
166.8291767,0.145815496,0.06854099,79.18090612,0.318471348,0.9881,11.8,2.106936948,0.0109
166.8291767,0.145815496,0.06854099,91.83822989,0.292141122,0.8103,11.7,1.816554793,0.0075
166.8291767,0.159089744,0.076958915,79.18090612,0.292141122,0.8223,11.6,2.106936948,0.0167
203.9028049,0.145815496,0.076958915,79.18090612,0.292141122,0.8874,8.7,2.575151193,0.0042
203.9028049,0.159089744,0.06854099,79.18090612,0.292141122,0.9478,9.3,2.575151193,0.0041
203.9028049,0.159089744,0.076958915,91.83822989,0.292141122,0.7471,13.2,2.220238838,0.0164
203.9028049,0.159089744,0.076958915,79.18090612,0.318471348,0.9182,10.5,2.575151193,0.0007
203.9028049,0.159089744,0.076958915,79.18090612,0.292141122,0.8626,9.6,2.575151193,0.0154
168.1690806,0.152307203,0.079113668,86.20390892,0.283676479,0.734,13,1.950828944,0.0187
197.4240375,0.152307203,0.079113668,86.20390892,0.283676479,0.7659,9.2,2.290198205,0.0125
168.1690806,0.148954728,0.079113668,86.20390892,0.283676479,0.7393,15.8,1.950828944,0.0108
168.1690806,0.152307203,0.072957357,86.20390892,0.283676479,0.7867,10.8,1.950828944,0.0013
168.1690806,0.152307203,0.079113668,81.35614812,0.283676479,0.7769,9.5,2.067072797,0.0103
168.1690806,0.152307203,0.079113668,86.20390892,0.309296374,0.7892,15.1,1.950828944,0.0037
168.1690806,0.148954728,0.072957357,81.35614812,0.309296374,0.9003,10,2.067072797,0.0033
197.4240375,0.152307203,0.072957357,81.35614812,0.309296374,0.9259,10.7,2.42666402,0.0075
197.4240375,0.148954728,0.079113668,81.35614812,0.309296374,0.8722,10.2,2.42666402,0.0003
197.4240375,0.148954728,0.072957357,86.20390892,0.309296374,0.8837,9.3,2.290198205,0.0012
197.4240375,0.148954728,0.072957357,81.35614812,0.283676479,0.8739,10,2.42666402,0.0013
197.4240375,0.148954728,0.072957357,81.35614812,0.309296374,0.9321,9.7,2.42666402,0.0194
201.5987301,0.132572567,0.068903482,83.08945477,0.313951018,0.9878,137.4,2.426285389,0.0138
180.7479823,0.132572567,0.068903482,83.08945477,0.313951018,0.978,9.5,2.175342019,0.0074
201.5987301,0.169930477,0.068903482,83.08945477,0.313951018,0.9298,14.7,2.426285389,0.0158
201.5987301,0.132572567,0.06457818,83.08945477,0.313951018,0.9985,383.1,2.426285389,0.0215
201.5987301,0.132572567,0.068903482,87.54007101,0.313951018,0.9547,10.9,2.302930849,0.0336
201.5987301,0.132572567,0.068903482,83.08945477,0.299366214,0.9658,12.1,2.426285389,0.0268
201.5987301,0.169930477,0.06457818,87.54007101,0.299366214,0.9024,10.9,2.302930849,0.0015
180.7479823,0.132572567,0.06457818,87.54007101,0.299366214,0.953,11.8,2.064745666,0.0376
180.7479823,0.169930477,0.068903482,87.54007101,0.299366214,0.8364,17.1,2.064745666,0.0133
180.7479823,0.169930477,0.06457818,83.08945477,0.299366214,0.927,12.9,2.175342019,0.0008
180.7479823,0.169930477,0.06457818,87.54007101,0.313951018,0.9171,12.2,2.064745666,0.0207
180.7479823,0.169930477,0.06457818,87.54007101,0.299366214,0.8833,12.4,2.064745666,0.0076
188.9659286,0.162863431,0.073319722,90.51666141,0.307596214,0.8053,11.8,2.087636968,0.0051
168.2036006,0.162863431,0.073319722,90.51666141,0.307596214,0.7816,12.4,1.858261209,0.0044
188.9659286,0.135884488,0.073319722,90.51666141,0.307596214,0.8538,9.7,2.087636968,0.0002
188.9659286,0.162863431,0.066997454,90.51666141,0.307596214,0.87,12.1,2.087636968,0.0182
188.9659286,0.162863431,0.073319722,91.8038857,0.307596214,0.7943,11.7,2.058365255,0.0033
188.9659286,0.162863431,0.073319722,90.51666141,0.289068837,0.7663,9.9,2.087636968,0.0009
188.9659286,0.135884488,0.066997454,91.8038857,0.289068837,0.8663,12.5,2.058365255,0.0219
168.2036006,0.162863431,0.066997454,91.8038857,0.289068837,0.7907,6.5,1.832205678,0.0229
168.2036006,0.135884488,0.073319722,91.8038857,0.289068837,0.7764,22.4,1.832205678,0.0148
168.2036006,0.135884488,0.066997454,90.51666141,0.289068837,0.8504,10.3,1.858261209,0.0182
168.2036006,0.135884488,0.066997454,91.8038857,0.307596214,0.8829,10.7,1.832205678,0.006
168.2036006,0.135884488,0.066997454,91.8038857,0.289068837,0.839,12.9,1.832205678,0.0283
181.1051309,0.142012658,0.063686321,78.63266021,0.299738429,0.9985,580.6,2.303179499,0.0123
194.9671602,0.142012658,0.063686321,78.63266021,0.299738429,0.999,517.5,2.479467943,0.0133
181.1051309,0.155532451,0.063686321,78.63266021,0.299738429,0.9946,14.8,2.303179499,0.0195
181.1051309,0.142012658,0.075532891,78.63266021,0.299738429,0.9121,7.7,2.303179499,0.0073
181.1051309,0.142012658,0.063686321,78.0317381,0.299738429,0.999,542.2,2.320916275,0.0161
181.1051309,0.142012658,0.063686321,78.63266021,0.319143574,0.9998,500.4,2.303179499,0.0121
181.1051309,0.155532451,0.075532891,78.0317381,0.319143574,0.9366,11,2.320916275,0.0102
194.9671602,0.142012658,0.075532891,78.0317381,0.319143574,0.9708,13,2.498562315,0.001
194.9671602,0.155532451,0.063686321,78.0317381,0.319143574,0.9997,365.7,2.498562315,0.063
194.9671602,0.155532451,0.075532891,78.63266021,0.319143574,0.9418,9.5,2.479467943,0.0071
194.9671602,0.155532451,0.075532891,78.0317381,0.299738429,0.907,8.8,2.498562315,0.0149
194.9671602,0.155532451,0.075532891,78.0317381,0.319143574,0.9481,10.6,2.498562315,0.0136
176.9963074,0.166138389,0.066649132,76.07344367,0.2919355,0.9619,19.7,2.32665039,0.0065
201.5009117,0.166138389,0.066649132,76.07344367,0.2919355,0.9809,11.2,2.648768111,0.0277
176.9963074,0.131815911,0.066649132,76.07344367,0.2919355,0.9977,227.8,2.32665039,0.0177
176.9963074,0.166138389,0.067886853,76.07344367,0.2919355,0.9484,13.5,2.32665039,0.0007
176.9963074,0.166138389,0.066649132,94.38336253,0.2919355,0.7864,8.9,1.875291393,0.0164
176.9963074,0.166138389,0.066649132,76.07344367,0.294307511,0.9672,18.5,2.32665039,0.0013
176.9963074,0.131815911,0.067886853,94.38336253,0.294307511,0.8395,14.3,1.875291393,0.0204
201.5009117,0.166138389,0.067886853,94.38336253,0.294307511,0.8016,8.9,2.134919824,0.0064
201.5009117,0.131815911,0.066649132,94.38336253,0.294307511,0.8777,9.9,2.134919824,0.0031
201.5009117,0.131815911,0.067886853,76.07344367,0.294307511,0.9985,391.9,2.648768111,0.0141
201.5009117,0.131815911,0.067886853,94.38336253,0.2919355,0.8582,10.2,2.134919824,0.0027
201.5009117,0.131815911,0.067886853,94.38336253,0.294307511,0.8637,10.1,2.134919824,0.0089
192.9235005,0.149059967,0.076272781,92.91932464,0.300418582,0.7705,12,2.076247339,0.003
175.4406297,0.149059967,0.076272781,92.91932464,0.300418582,0.7532,12.4,1.888096264,0.0129
192.9235005,0.152088802,0.076272781,92.91932464,0.300418582,0.7654,12.8,2.076247339,0.0008
192.9235005,0.149059967,0.079663326,92.91932464,0.300418582,0.7416,12.6,2.076247339,0.0048
192.9235005,0.149059967,0.076272781,75.76293029,0.300418582,0.9357,9.7,2.546410227,0.0102
192.9235005,0.149059967,0.076272781,92.91932464,0.304238186,0.7782,13.4,2.076247339,0.0119
192.9235005,0.152088802,0.079663326,75.76293029,0.304238186,0.9062,7.9,2.546410227,0.0094
175.4406297,0.149059967,0.079663326,75.76293029,0.304238186,0.8931,9.7,2.315652642,0.0012
175.4406297,0.152088802,0.076272781,75.76293029,0.304238186,0.9202,10.1,2.315652642,0.0027
175.4406297,0.152088802,0.079663326,92.91932464,0.304238186,0.7276,12.9,1.888096264,0.0024
175.4406297,0.152088802,0.079663326,75.76293029,0.300418582,0.8786,8.7,2.315652642,0.0037
175.4406297,0.152088802,0.079663326,75.76293029,0.304238186,0.8875,10.9,2.315652642,0.0047
195.3022814,0.159354429,0.060918688,80.33491552,0.316792731,0.9996,521.6,2.43110085,0.0386
172.9054743,0.159354429,0.060918688,80.33491552,0.316792731,0.9994,525.5,2.152307912,0.0184
195.3022814,0.143667893,0.060918688,80.33491552,0.316792731,0.9998,683.1,2.43110085,1.0914
195.3022814,0.159354429,0.071931247,80.33491552,0.316792731,0.9482,11.1,2.43110085,0.0053
195.3022814,0.159354429,0.060918688,84.87008691,0.316792731,0.9967,12.6,2.301191014,0.0016
195.3022814,0.159354429,0.060918688,80.33491552,0.314201744,0.9995,403.4,2.43110085,0.0527
195.3022814,0.143667893,0.071931247,84.87008691,0.314201744,0.9265,9.7,2.301191014,0.0036
172.9054743,0.159354429,0.071931247,84.87008691,0.314201744,0.8744,16.3,2.037295832,0.0019
172.9054743,0.143667893,0.060918688,84.87008691,0.314201744,0.9975,527,2.037295832,0.0189
172.9054743,0.143667893,0.071931247,80.33491552,0.314201744,0.9498,11,2.152307912,0.0082
172.9054743,0.143667893,0.071931247,84.87008691,0.316792731,0.9096,10.7,2.037295832,0.0008
172.9054743,0.143667893,0.071931247,84.87008691,0.314201744,0.9038,10.7,2.037295832,0.0005
174.9390477,0.135847606,0.071138647,88.48939657,0.285893488,0.8287,15.7,1.976949267,0.0027
189.0348077,0.135847606,0.071138647,88.48939657,0.285893488,0.8457,10.2,2.136242477,0.0028
174.9390477,0.162768562,0.071138647,88.48939657,0.285893488,0.7809,12.2,1.976949267,0.0039
174.9390477,0.135847606,0.060623515,88.48939657,0.285893488,0.945,13.7,1.976949267,0.0003
174.9390477,0.135847606,0.071138647,86.21546268,0.285893488,0.8497,10.6,2.029091328,0.0039
174.9390477,0.135847606,0.071138647,88.48939657,0.28412756,0.8243,10.9,1.976949267,0.0034
174.9390477,0.162768562,0.060623515,86.21546268,0.28412756,0.9115,14,2.029091328,0.0011
189.0348077,0.135847606,0.060623515,86.21546268,0.28412756,0.9749,17.2,2.192585898,0.0172
189.0348077,0.162768562,0.071138647,86.21546268,0.28412756,0.8135,14,2.192585898,0.0024
189.0348077,0.162768562,0.060623515,88.48939657,0.28412756,0.9074,17.9,2.136242477,0.0048
189.0348077,0.162768562,0.060623515,86.21546268,0.285893488,0.9333,13.5,2.192585898,0.0028
189.0348077,0.162768562,0.060623515,86.21546268,0.28412756,0.9289,23.3,2.192585898,0.0062
