Runs,L,G,alpha,w_MEA,y_CO2,CO2 CAP%,Results
251,1.946643882,0.51502777,0.261569306,0.284543552,0.084091547,93.71,"Solved? Yes, with 09 obj function evaluations"
254,2.176536741,0.560084258,0.246096643,0.314150087,0.104559639,95.4,"Solved? Yes, with 18 obj function evaluations"
255,2.385802976,0.427407313,0.122814063,0.289605684,0.112979602,96.13,"Solved? Yes, with 11 obj function evaluations"
256,2.210721803,0.691743069,0.214697428,0.287650242,0.095426179,87.17,"Solved? Yes, with 08 obj function evaluations"
257,2.127866059,0.491366253,0.156902352,0.295418328,0.103786677,96.02,"Solved? Yes, with 09 obj function evaluations"
258,2.344920004,0.603571391,0.173892347,0.294447962,0.099328904,91.58,"Solved? Yes, with 07 obj function evaluations"
259,2.697485913,0.597510727,0.091384925,0.299542457,0.111484123,89.95,"Solved? Yes, with 07 obj function evaluations"
260,1.472671992,0.679158842,0.206375998,0.289102271,0.095115652,90.05,"Solved? Yes, with 09 obj function evaluations"
261,2.303630666,0.491883214,0.220793967,0.284870959,0.110891782,93.59,"Solved? Yes, with 08 obj function evaluations"
262,1.059314595,0.745223429,0.226390682,0.296064711,0.092603943,72.26,"Solved? Yes, with 04 obj function evaluations"
264,2.352089981,0.769979154,0.187611325,0.313689188,0.108823279,89.13,"Solved? Yes, with 09 obj function evaluations"
265,2.47427099,0.521571262,0.265675504,0.30037703,0.088237505,93.24,"Solved? Yes, with 07 obj function evaluations"
267,1.330200574,0.663485902,0.115839631,0.304932722,0.109145029,96.21,"Solved? Yes, with 22 obj function evaluations"
268,1.894658348,0.538734925,0.193925074,0.303604677,0.111111639,96.46,"Solved?  No, with 25 obj function evaluations"
271,1.434777852,0.557682895,0.252553441,0.3083233,0.099195719,95.9,"Solved? Yes, with 08 obj function evaluations"
272,1.752889184,0.399807156,0.20027661,0.312425904,0.102133624,99.3,"Solved? Yes, with 17 obj function evaluations"
273,2.659848554,0.478348068,0.239116601,0.310340535,0.094379822,95.5,"Solved? Yes, with 07 obj function evaluations"
274,2.672297544,0.573142601,0.07284407,0.277411344,0.11022304,87.83,"Solved? Yes, with 05 obj function evaluations"
276,2.150314563,0.604615807,0.188428013,0.297535427,0.100929596,92.95,"Solved? Yes, with 08 obj function evaluations"
278,1.163013245,0.502245256,0.152289885,0.285701269,0.087413121,98.7,"Solved? Yes, with 20 obj function evaluations"
279,1.399155927,0.548523958,0.133194435,0.289921151,0.093298335,97.49,"Solved? Yes, with 22 obj function evaluations"
281,1.515131527,0.63654088,0.121604605,0.292145933,0.08810418,95.42,"Solved? Yes, with 12 obj function evaluations"
282,1.781588625,0.405037389,0.254476023,0.283851826,0.092465633,97.63,"Solved? Yes, with 10 obj function evaluations"
283,0.989242777,0.720180461,0.105160978,0.312739718,0.098780133,92.07,"Solved? Yes, with 05 obj function evaluations"
284,1.010635971,0.645871233,0.140852816,0.316900505,0.10996058,91.4,"Solved? Yes, with 05 obj function evaluations"
285,1.008470646,0.745711399,0.17168735,0.278944449,0.108698803,65.79,"Solved? Yes, with 04 obj function evaluations"
286,1.96636486,0.761279299,0.216840687,0.302871408,0.096636013,88.75,"Solved? Yes, with 21 obj function evaluations"
287,1.692980056,0.430114198,0.189256335,0.288295492,0.097801918,98.21,"Solved? Yes, with 14 obj function evaluations"
288,1.854892365,0.699101414,0.119591099,0.27984396,0.109052004,89.45,"Solved? Yes, with 10 obj function evaluations"
289,2.02043018,0.543589276,0.092054471,0.310640032,0.088279484,95.98,"Solved? Yes, with 10 obj function evaluations"
290,1.064040498,0.678787345,0.162704317,0.281836778,0.094236427,84.41,"Solved? Yes, with 05 obj function evaluations"
291,1.081422749,0.765031933,0.259620451,0.301567004,0.095302974,65.51,"Solved? Yes, with 04 obj function evaluations"
292,2.566888805,0.579386514,0.253378847,0.305247412,0.087330038,91.92,"Solved? Yes, with 07 obj function evaluations"
294,1.30213613,0.623830916,0.207973753,0.312150545,0.093603216,96.61,"Solved? Yes, with 08 obj function evaluations"
295,2.438416554,0.536490043,0.187279878,0.315807168,0.092026676,95.55,"Solved? Yes, with 07 obj function evaluations"
296,1.860966912,0.544083449,0.080857347,0.297862245,0.087978495,95.75,"Solved? Yes, with 07 obj function evaluations"
298,1.997982004,0.714842532,0.148003835,0.280827904,0.106789024,87.7,"Solved? Yes, with 09 obj function evaluations"
299,2.489364862,0.758625169,0.170473987,0.286340739,0.100363302,83.48,"Solved? Yes, with 07 obj function evaluations"
300,1.566740428,0.651365769,0.259308615,0.295066034,0.110068359,81.88,"Solved? Yes, with 05 obj function evaluations"
301,1.767035175,0.460436708,0.073477276,0.286067364,0.110542894,97.27,"Solved? Yes, with 09 obj function evaluations"
302,2.713951,0.552651105,0.069820084,0.285820848,0.097435688,89.22,"Solved? Yes, with 05 obj function evaluations"
303,2.26940384,0.723129367,0.221615661,0.305750534,0.105296106,88.89,"Solved? Yes, with 09 obj function evaluations"
304,2.181928448,0.652615271,0.235957163,0.293545413,0.103083737,89.01,"Solved? Yes, with 09 obj function evaluations"
305,2.729007814,0.412522827,0.104922742,0.314998077,0.101752652,96.79,"Solved? Yes, with 12 obj function evaluations"
306,1.068228067,0.477813702,0.238511176,0.282621581,0.100197028,92.16,"Solved? Yes, with 05 obj function evaluations"
307,2.648689208,0.614257982,0.250327901,0.28154426,0.104506174,84.79,"Solved? Yes, with 07 obj function evaluations"
308,2.098833161,0.407513451,0.082884893,0.297008986,0.084002704,97.57,"Solved? Yes, with 10 obj function evaluations"
310,2.770368567,0.631417514,0.118539417,0.291659704,0.086658682,87.13,"Solved? Yes, with 05 obj function evaluations"
311,2.559123326,0.565113597,0.174686453,0.316660623,0.104062337,94.42,"Solved? Yes, with 08 obj function evaluations"
312,1.584246177,0.547130722,0.171051633,0.31106535,0.093166212,98.05,"Solved? Yes, with 15 obj function evaluations"
313,1.647275812,0.715899947,0.159363429,0.28016281,0.105557313,88.59,"Solved? Yes, with 10 obj function evaluations"
314,1.548125984,0.676885002,0.078681626,0.29276768,0.085502683,94.26,"Solved? Yes, with 19 obj function evaluations"
315,1.707546948,0.632267891,0.131167989,0.278238106,0.091132872,92.69,"Solved? Yes, with 09 obj function evaluations"
316,1.004665558,0.771207937,0.262395487,0.308406667,0.099765329,60.8,"Solved? Yes, with 04 obj function evaluations"
317,1.74607171,0.451748166,0.141213725,0.298837931,0.104928287,98.29,"Solved? Yes, with 16 obj function evaluations"
318,1.156010838,0.639840249,0.207118163,0.282772698,0.106837833,78.63,"Solved? Yes, with 07 obj function evaluations"
319,2.610622074,0.753287865,0.112725234,0.285790308,0.098575862,82.83,"Solved? Yes, with 05 obj function evaluations"
320,1.921158479,0.420653403,0.092753958,0.287073131,0.099014017,97.56,"Solved? Yes, with 09 obj function evaluations"
321,2.279020084,0.689420539,0.201140662,0.308156247,0.09872203,91.1,"Solved? Yes, with 08 obj function evaluations"
322,1.238535761,0.450104296,0.233973431,0.293695702,0.091536779,98.92,"Solved? Yes, with 15 obj function evaluations"
323,2.239276,0.561955015,0.114542158,0.286844238,0.088747269,92.41,"Solved? Yes, with 05 obj function evaluations"
324,1.026878037,0.730611886,0.248706544,0.31526545,0.109574143,64.82,"Solved? Yes, with 04 obj function evaluations"
325,1.047897201,0.565814197,0.202781293,0.292228906,0.109203355,85.42,"Solved? Yes, with 04 obj function evaluations"
326,1.811737326,0.540631562,0.125845963,0.28735284,0.100057923,95.57,"Solved? Yes, with 09 obj function evaluations"
328,1.411047208,0.769235482,0.131575102,0.287810732,0.099613493,89.32,"Solved? Yes, with 09 obj function evaluations"
329,1.407224083,0.53481635,0.227825505,0.300537892,0.093585668,97.48,"Solved? Yes, with 10 obj function evaluations"
332,2.49661522,0.50788864,0.096289467,0.3008639,0.113384473,94.16,"Solved? Yes, with 10 obj function evaluations"
333,1.889900595,0.442187585,0.12079734,0.305640711,0.106531107,98.27,"Solved? Yes, with 15 obj function evaluations"
334,1.97290398,0.542284869,0.197273345,0.290803703,0.093918343,94.79,"Solved? Yes, with 08 obj function evaluations"
336,2.755984319,0.713792995,0.155520894,0.281100458,0.100231572,82.33,"Solved? Yes, with 06 obj function evaluations"
337,1.370202592,0.747254991,0.241752772,0.277234692,0.106019553,68.05,"Solved? Yes, with 05 obj function evaluations"
338,2.340039445,0.442421586,0.110426712,0.310515347,0.112140677,97.18,"Solved? Yes, with 14 obj function evaluations"
340,2.046472315,0.653630389,0.256304223,0.298121633,0.090986014,90.19,"Solved? Yes, with 09 obj function evaluations"
341,2.73086956,0.619812214,0.105478179,0.316381058,0.108949956,91.29,"Solved? Yes, with 07 obj function evaluations"
342,2.493169169,0.441318227,0.141693614,0.302130728,0.091156239,96.27,"Solved? Yes, with 08 obj function evaluations"
343,1.868218094,0.690423696,0.152643158,0.309367234,0.090130099,93.94,"Solved? Yes, with 09 obj function evaluations"
344,2.57721374,0.703634031,0.261065991,0.28966888,0.087062923,83.16,"Solved? Yes, with 07 obj function evaluations"
345,2.351593125,0.785981602,0.135783612,0.310042505,0.104790349,88.23,"Solved? Yes, with 07 obj function evaluations"
346,1.926665389,0.757546938,0.181309888,0.304773418,0.084799466,91.08,"Solved? Yes, with 09 obj function evaluations"
347,2.599661437,0.755254783,0.160356182,0.313313109,0.094784036,88.13,"Solved? Yes, with 06 obj function evaluations"
349,1.849513929,0.435236821,0.138569563,0.298278214,0.106494185,98.22,"Solved? Yes, with 13 obj function evaluations"
351,1.601705431,0.754525178,0.249954887,0.304503765,0.085929242,88.09,"Solved? Yes, with 07 obj function evaluations"
352,1.226620439,0.444012367,0.238768944,0.298488407,0.092803622,99.14,"Solved? Yes, with 23 obj function evaluations"
353,1.134220625,0.584801594,0.130224166,0.291864749,0.089903499,97.93,"Solved? Yes, with 12 obj function evaluations"
354,2.253066193,0.602688724,0.113798284,0.31410803,0.095478512,94.11,"Solved? Yes, with 06 obj function evaluations"
355,1.810195975,0.454842292,0.125763107,0.313384363,0.086530706,98.55,"Solved?  No, with 25 obj function evaluations"
357,2.670780475,0.525882704,0.261922731,0.29838351,0.094113737,91.89,"Solved? Yes, with 07 obj function evaluations"
359,2.142956233,0.446645462,0.15171537,0.316192299,0.089033182,98.08,"Solved? Yes, with 09 obj function evaluations"
360,1.108936923,0.752577372,0.260933837,0.284183855,0.094632914,62.9,"Solved? Yes, with 04 obj function evaluations"
361,1.843676876,0.661858966,0.081418671,0.283997535,0.096894947,91.59,"Solved? Yes, with 08 obj function evaluations"
362,1.974205331,0.500642063,0.24657364,0.296492611,0.090554448,95.9,"Solved? Yes, with 08 obj function evaluations"
363,1.987698119,0.519572554,0.213485044,0.285151612,0.102958343,94.37,"Solved? Yes, with 09 obj function evaluations"
364,1.212979537,0.554062021,0.183519193,0.298981688,0.106021528,96.87,"Solved? Yes, with 08 obj function evaluations"
365,1.259798835,0.495335106,0.199998597,0.289361214,0.088565462,98.4,"Solved? Yes, with 13 obj function evaluations"
366,2.135948424,0.396649377,0.193533596,0.278484322,0.111777452,96.88,"Solved? Yes, with 12 obj function evaluations"
368,2.148598424,0.69764996,0.164251902,0.306069971,0.098135086,91.59,"Solved? Yes, with 08 obj function evaluations"
369,2.424392901,0.578351652,0.169512829,0.292452509,0.094275632,91.67,"Solved? Yes, with 06 obj function evaluations"
370,1.622956066,0.425815364,0.178655823,0.28428206,0.109375864,98.29,"Solved? Yes, with 20 obj function evaluations"
371,1.189758582,0.717565221,0.079401499,0.280488087,0.112858546,87.63,"Solved? Yes, with 06 obj function evaluations"
372,1.11688925,0.482773278,0.178290828,0.286363543,0.095670654,98.74,"Solved? Yes, with 13 obj function evaluations"
373,1.724014858,0.580082031,0.108200752,0.278713895,0.085730125,94.19,"Solved? Yes, with 07 obj function evaluations"
374,2.667759544,0.793997858,0.241033567,0.298304777,0.092096049,81.89,"Solved? Yes, with 07 obj function evaluations"
375,2.332673658,0.534000151,0.219201846,0.306972737,0.10177857,95.04,"Solved? Yes, with 08 obj function evaluations"
376,2.467780399,0.718876699,0.172504215,0.301485304,0.087738418,88.11,"Solved? Yes, with 06 obj function evaluations"
377,1.096739715,0.634304223,0.117004481,0.282578689,0.111274496,88.8,"Solved? Yes, with 05 obj function evaluations"
378,1.443547575,0.52106635,0.129106979,0.291195195,0.093213922,97.84,"Solved? Yes, with 14 obj function evaluations"
379,2.479376769,0.609255109,0.244831494,0.305232747,0.102365181,91.29,"Solved? Yes, with 08 obj function evaluations"
380,2.704779614,0.61048628,0.122468812,0.282869301,0.086128006,87.05,"Solved? Yes, with 05 obj function evaluations"
381,2.508204925,0.46502847,0.079124597,0.291777166,0.104397947,94.31,"Solved? Yes, with 08 obj function evaluations"
382,1.796854003,0.496156174,0.11173853,0.309079208,0.105229999,97.86,"Solved? Yes, with 14 obj function evaluations"
383,1.354461812,0.439569029,0.108674225,0.282683425,0.089499348,98.83,"Solved? Yes, with 22 obj function evaluations"
384,1.870509303,0.778381986,0.198319443,0.31602597,0.112307449,90.46,"Solved? Yes, with 18 obj function evaluations"
385,2.233362227,0.675353563,0.253716642,0.294879679,0.087269902,88,"Solved? Yes, with 08 obj function evaluations"
386,1.378536395,0.687974127,0.174325769,0.283018217,0.107718812,86.03,"Solved? Yes, with 06 obj function evaluations"
387,1.960060908,0.616685152,0.155049689,0.3072818,0.088021081,94.92,"Solved? Yes, with 07 obj function evaluations"
388,2.073180908,0.652505628,0.135903236,0.292417965,0.096525273,91.51,"Solved? Yes, with 07 obj function evaluations"
389,1.151148077,0.716695087,0.196103663,0.304087398,0.099898578,82.78,"Solved? Yes, with 05 obj function evaluations"
390,2.272573422,0.668514755,0.121079622,0.281007397,0.112904321,87.81,"Solved? Yes, with 07 obj function evaluations"
391,2.057992498,0.67240272,0.102723309,0.309759464,0.101829666,93,"Solved? Yes, with 07 obj function evaluations"
392,1.510163191,0.506479279,0.083697866,0.280536859,0.091614883,97.15,"Solved? Yes, with 12 obj function evaluations"
393,2.718737713,0.575280119,0.217457276,0.288582828,0.103570649,88.93,"Solved? Yes, with 07 obj function evaluations"
394,2.77527986,0.784105719,0.109347542,0.296706493,0.110729649,82.57,"Solved? Yes, with 05 obj function evaluations"
395,2.484746422,0.551024473,0.232283823,0.31154482,0.106683301,94.34,"Solved? Yes, with 08 obj function evaluations"
396,1.124968416,0.789556119,0.104060804,0.283764855,0.096147604,85.11,"Solved? Yes, with 07 obj function evaluations"
397,2.014175509,0.612547421,0.103543892,0.278303665,0.101402146,91.23,"Solved? Yes, with 07 obj function evaluations"
398,1.360900419,0.633967065,0.12765938,0.306767603,0.089773709,97.36,"Solved? Yes, with 14 obj function evaluations"
400,1.267108334,0.657707945,0.172786582,0.308984264,0.094739856,96.3,"Solved? Yes, with 10 obj function evaluations"
401,2.5431074,0.727000114,0.243726698,0.296331451,0.091825031,84.76,"Solved? Yes, with 07 obj function evaluations"
402,2.296430969,0.540233965,0.265208775,0.299698482,0.107204243,92.87,"Solved? Yes, with 09 obj function evaluations"
403,1.403663239,0.417590056,0.150171893,0.277725429,0.085796272,98.79,"Solved? Yes, with 14 obj function evaluations"
404,1.024828775,0.548887155,0.208382341,0.305410259,0.112463951,87.99,"Solved? Yes, with 04 obj function evaluations"
405,1.202782811,0.434844639,0.088424727,0.279491989,0.098061642,99.14,"Solved? Yes, with 15 obj function evaluations"
406,2.676877207,0.400741539,0.202030054,0.316098436,0.085907473,97.71,"Solved? Yes, with 09 obj function evaluations"
407,2.501151625,0.721867627,0.254087307,0.287915147,0.09913238,81.99,"Solved? Yes, with 08 obj function evaluations"
408,2.640208038,0.461646846,0.139023631,0.279152151,0.112720993,93,"Solved? Yes, with 08 obj function evaluations"
409,2.680413326,0.614083393,0.191001181,0.300764409,0.11386512,90.17,"Solved? Yes, with 07 obj function evaluations"
410,2.523826006,0.596683069,0.228941363,0.290143886,0.094386205,89.29,"Solved? Yes, with 07 obj function evaluations"
411,1.991026071,0.570456352,0.252904969,0.300052201,0.084296303,94.23,"Solved? Yes, with 09 obj function evaluations"
412,2.687237951,0.712795495,0.203172893,0.299369958,0.109673966,86.01,"Solved? Yes, with 07 obj function evaluations"
413,2.130372761,0.647139359,0.154985354,0.299038111,0.096266638,92.19,"Solved? Yes, with 07 obj function evaluations"
414,2.041219178,0.550094207,0.229635582,0.286475907,0.099962035,92.9,"Solved? Yes, with 09 obj function evaluations"
415,1.738656099,0.472135517,0.168380482,0.295376562,0.086588429,97.82,"Solved? Yes, with 12 obj function evaluations"
417,2.007615756,0.660532035,0.130906747,0.279675672,0.097676678,89.82,"Solved? Yes, with 08 obj function evaluations"
418,2.320041861,0.696146795,0.217022262,0.283529815,0.110128891,84.57,"Solved? Yes, with 09 obj function evaluations"
419,2.719263246,0.416669866,0.098563881,0.29067008,0.090474145,94.89,"Solved? Yes, with 06 obj function evaluations"
420,1.886405609,0.529013123,0.118058692,0.312894452,0.084199946,97.18,"Solved? Yes, with 09 obj function evaluations"
421,1.846592827,0.571281799,0.06781211,0.284958799,0.103414285,94.16,"Solved? Yes, with 08 obj function evaluations"
422,1.876867207,0.707883787,0.095688639,0.281741696,0.110804167,89.54,"Solved? Yes, with 09 obj function evaluations"
424,2.55638775,0.489697962,0.107694003,0.310926568,0.093013795,95.16,"Solved? Yes, with 06 obj function evaluations"
425,1.224104458,0.451935121,0.136945004,0.281456918,0.092161189,98.97,"Solved? Yes, with 15 obj function evaluations"
426,1.643090555,0.685143772,0.239725356,0.300641795,0.113306669,84.72,"Solved? Yes, with 06 obj function evaluations"
427,2.15420191,0.596436852,0.096058842,0.303646548,0.094862469,93.58,"Solved? Yes, with 06 obj function evaluations"
428,2.606045848,0.532221357,0.208985484,0.309456214,0.093100528,94.3,"Solved? Yes, with 06 obj function evaluations"
429,1.943867803,0.489039815,0.205241782,0.291368457,0.107074965,96.25,"Solved? Yes, with 11 obj function evaluations"
430,1.271383716,0.541745809,0.116717943,0.307048872,0.085327525,98.8,"Solved? Yes, with 15 obj function evaluations"
431,2.192437727,0.733538309,0.083891429,0.316590197,0.104679313,91.08,"Solved? Yes, with 07 obj function evaluations"
432,2.602104549,0.455883418,0.223656311,0.31208426,0.111584072,96.52,"Solved? Yes, with 09 obj function evaluations"
433,1.456368372,0.445325131,0.243336497,0.27882579,0.091447748,97.42,"Solved? Yes, with 10 obj function evaluations"
436,2.060819578,0.638189062,0.142147375,0.294436076,0.104264145,92.27,"Solved? Yes, with 08 obj function evaluations"
437,2.105730654,0.67478536,0.069702036,0.288959459,0.098438579,89.71,"Solved? Yes, with 06 obj function evaluations"
439,1.981749451,0.74351906,0.160932121,0.301716942,0.095094728,90.65,"Solved? Yes, with 09 obj function evaluations"
440,1.613830763,0.401530563,0.264657426,0.284279865,0.113545723,97.59,"Solved? Yes, with 13 obj function evaluations"
441,1.637655024,0.545453921,0.265971026,0.309224627,0.099501398,96.12,"Solved? Yes, with 10 obj function evaluations"
442,1.516834353,0.618571824,0.115747528,0.299727181,0.095566981,96.38,"Solved? Yes, with 13 obj function evaluations"
443,2.204819992,0.527704311,0.191751727,0.305521384,0.089726934,95.72,"Solved? Yes, with 07 obj function evaluations"
444,2.561519522,0.423185583,0.146522774,0.303046508,0.084672969,96.53,"Solved? Yes, with 07 obj function evaluations"
446,1.685338736,0.517478285,0.128812294,0.289226118,0.090213299,96.81,"Solved? Yes, with 08 obj function evaluations"
447,1.579978349,0.457210368,0.112452786,0.285165062,0.093349081,98.03,"Solved? Yes, with 09 obj function evaluations"
448,1.164570352,0.775949902,0.196885304,0.302048463,0.100454515,76.78,"Solved? Yes, with 05 obj function evaluations"
449,2.282540515,0.709951532,0.106990812,0.306499749,0.08930657,89.98,"Solved? Yes, with 05 obj function evaluations"
450,1.625574824,0.770503478,0.237724391,0.301169031,0.106377293,80.08,"Solved? Yes, with 05 obj function evaluations"
451,2.029828217,0.757071814,0.092464098,0.301928151,0.10971188,89.88,"Solved? Yes, with 08 obj function evaluations"
452,1.46463935,0.497212051,0.105856336,0.286638169,0.107307971,97.88,"Solved? Yes, with 14 obj function evaluations"
453,1.391821531,0.557127878,0.225674271,0.281330724,0.094019638,93.83,"Solved? Yes, with 10 obj function evaluations"
454,1.935559292,0.646574452,0.131878892,0.27813781,0.096301139,90.57,"Solved? Yes, with 08 obj function evaluations"
455,1.01967114,0.57708332,0.240607668,0.314032122,0.112521324,80.28,"Solved? Yes, with 04 obj function evaluations"
456,2.366723392,0.670001584,0.152164365,0.310686773,0.103855355,91.72,"Solved? Yes, with 07 obj function evaluations"
457,1.386579183,0.791109144,0.162208502,0.308720357,0.10364426,88.26,"Solved? Yes, with 06 obj function evaluations"
459,2.622135792,0.574765919,0.212496703,0.29481435,0.10814153,90.66,"Solved? Yes, with 07 obj function evaluations"
461,1.092844062,0.789380532,0.250796817,0.2812986,0.113597729,52.98,"Solved? Yes, with 04 obj function evaluations"
462,1.928390659,0.599052449,0.247208264,0.314704333,0.084861585,95.74,"Solved? Yes, with 09 obj function evaluations"
465,1.835092827,0.694676156,0.181656289,0.286835327,0.099900436,89.89,"Solved? Yes, with 10 obj function evaluations"
466,2.594456392,0.694033624,0.22228682,0.289284345,0.105859526,84.55,"Solved? Yes, with 07 obj function evaluations"
468,2.393478274,0.572028606,0.085822863,0.287283779,0.101208337,91.04,"Solved? Yes, with 05 obj function evaluations"
469,2.246720511,0.562204473,0.098062754,0.31003707,0.085608976,94.45,"Solved? Yes, with 05 obj function evaluations"
470,2.572750171,0.729576584,0.225138255,0.284094452,0.096089812,82.06,"Solved? Yes, with 07 obj function evaluations"
471,2.734413714,0.732309825,0.21311439,0.295226785,0.101597333,83.92,"Solved? Yes, with 07 obj function evaluations"
472,2.6255996,0.466286565,0.256826539,0.278113442,0.088688635,91.29,"Solved? Yes, with 06 obj function evaluations"
475,1.174533836,0.724453561,0.210709346,0.293900886,0.105001966,74.68,"Solved? Yes, with 05 obj function evaluations"
476,2.263074222,0.656897775,0.255047565,0.304422462,0.105103787,89.72,"Solved? Yes, with 09 obj function evaluations"
477,2.247323535,0.76699605,0.24933357,0.312488112,0.106181734,86.91,"Solved? Yes, with 09 obj function evaluations"
478,2.01862079,0.635782311,0.145852755,0.292010855,0.097062685,92.29,"Solved? Yes, with 08 obj function evaluations"
479,1.198834074,0.550546044,0.089045717,0.304620975,0.087019314,98.78,"Solved? Yes, with 22 obj function evaluations"
480,1.978555464,0.409297666,0.077008458,0.285044852,0.091415485,97.37,"Solved? Yes, with 10 obj function evaluations"
485,1.690784548,0.626376108,0.159502817,0.307860877,0.09232231,96.1,"Solved? Yes, with 12 obj function evaluations"
486,2.380499648,0.568440973,0.13453622,0.299405751,0.111001488,93.14,"Solved? Yes, with 08 obj function evaluations"
487,1.139797707,0.581381461,0.192158258,0.293578878,0.103979451,91.62,"Solved? Yes, with 05 obj function evaluations"
488,2.28646231,0.514736602,0.150691328,0.29636193,0.084354837,94.73,"Solved? Yes, with 06 obj function evaluations"
489,2.466240749,0.424634653,0.167113709,0.316204421,0.084179672,97.66,"Solved? Yes, with 09 obj function evaluations"
491,2.051915809,0.531780958,0.169899064,0.293314981,0.097100864,95.14,"Solved? Yes, with 08 obj function evaluations"
492,2.473456508,0.510598276,0.17956735,0.310223119,0.110024699,95.56,"Solved? Yes, with 11 obj function evaluations"
493,2.036207283,0.529605884,0.078215934,0.312026582,0.099405879,96.23,"Solved? Yes, with 12 obj function evaluations"
494,2.240347523,0.661370876,0.235138657,0.312568539,0.089166402,92.49,"Solved? Yes, with 08 obj function evaluations"
495,2.084237733,0.61750355,0.150300911,0.315432195,0.112372985,95.13,"Solved? Yes, with 11 obj function evaluations"
496,1.779123517,0.687452889,0.206614875,0.277032244,0.102285571,86.35,"Solved? Yes, with 09 obj function evaluations"
497,0.984435102,0.615818614,0.240191815,0.313577305,0.10552082,77.13,"Solved? Yes, with 04 obj function evaluations"
498,2.357827794,0.741638763,0.104566121,0.316496452,0.103360737,90.03,"Solved? Yes, with 07 obj function evaluations"
499,1.490977943,0.698467108,0.244243373,0.296254388,0.091795293,86.57,"Solved? Yes, with 06 obj function evaluations"
500,2.380245325,0.474031385,0.207746143,0.297199065,0.108191934,95.51,"Solved? Yes, with 09 obj function evaluations"
